,step,train_error,validation_error
0,0,0.8828125,0.9375
1,50,0.6484375,0.5703125
2,100,0.609375,0.734375
3,150,0.4765625,0.578125
4,200,0.515625,0.5234375
5,250,0.4453125,0.4765625
6,300,0.46875,0.421875
7,350,0.34375,0.421875
8,400,0.390625,0.4140625
9,450,0.28125,0.390625
10,500,0.3125,0.34375
11,550,0.4140625,0.3515625
12,600,0.3515625,0.328125
13,650,0.296875,0.328125
14,700,0.2265625,0.328125
15,750,0.21875,0.3359375
16,800,0.2734375,0.3203125
17,850,0.25,0.328125
18,900,0.390625,0.3359375
19,950,0.3359375,0.3671875
20,1000,0.2890625,0.2734375
21,1050,0.2734375,0.3203125
22,1100,0.2421875,0.25
23,1150,0.2109375,0.2421875
24,1200,0.265625,0.296875
25,1250,0.2109375,0.2421875
26,1300,0.2109375,0.21875
27,1350,0.1953125,0.1328125
28,1400,0.21875,0.265625
29,1450,0.1953125,0.2265625
30,1500,0.1953125,0.1953125
31,1550,0.140625,0.2421875
32,1600,0.234375,0.1796875
33,1650,0.1875,0.234375
34,1700,0.1953125,0.28125
35,1750,0.1796875,0.2578125
36,1800,0.1484375,0.203125
37,1850,0.1953125,0.2578125
38,1900,0.15625,0.2421875
39,1950,0.1484375,0.2109375
40,2000,0.0859375,0.2265625
41,2050,0.15625,0.21875
42,2100,0.15625,0.15625
43,2150,0.1328125,0.1640625
44,2200,0.078125,0.1796875
45,2250,0.1015625,0.15625
46,2300,0.1484375,0.1796875
47,2350,0.109375,0.1328125
48,2400,0.1015625,0.2109375
49,2450,0.1640625,0.2265625
50,2500,0.1484375,0.1328125
51,2550,0.1640625,0.171875
52,2600,0.171875,0.1796875
53,2650,0.140625,0.1796875
54,2700,0.125,0.265625
55,2750,0.1015625,0.1796875
56,2800,0.0546875,0.125
57,2850,0.125,0.0859375
58,2900,0.140625,0.1953125
59,2950,0.109375,0.09375
60,3000,0.1640625,0.1328125
61,3050,0.171875,0.203125
62,3100,0.1328125,0.1328125
63,3150,0.125,0.15625
64,3200,0.15625,0.1484375
65,3250,0.1171875,0.1640625
66,3300,0.0859375,0.171875
67,3350,0.109375,0.2109375
68,3400,0.078125,0.2265625
69,3450,0.0703125,0.1328125
70,3500,0.2109375,0.1640625
71,3550,0.109375,0.21875
72,3600,0.1640625,0.234375
73,3650,0.125,0.0859375
74,3700,0.15625,0.140625
75,3750,0.140625,0.2109375
76,3800,0.125,0.21875
77,3850,0.1328125,0.2265625
78,3900,0.1484375,0.1640625
79,3950,0.1328125,0.2421875
80,4000,0.09375,0.21875
81,4050,0.078125,0.109375
82,4100,0.125,0.140625
83,4150,0.078125,0.1484375
84,4200,0.09375,0.171875
85,4250,0.1328125,0.1484375
86,4300,0.0625,0.15625
87,4350,0.1328125,0.1015625
88,4400,0.109375,0.1875
89,4450,0.0546875,0.1171875
90,4500,0.140625,0.125
91,4550,0.2109375,0.1640625
92,4600,0.09375,0.171875
93,4650,0.03125,0.171875
94,4700,0.09375,0.140625
95,4750,0.1171875,0.1875
96,4800,0.09375,0.109375
97,4850,0.1328125,0.140625
98,4900,0.1171875,0.15625
99,4950,0.109375,0.140625
100,5000,0.078125,0.1796875
101,5050,0.0703125,0.1328125
102,5100,0.0625,0.1484375
103,5150,0.0546875,0.1484375
104,5200,0.1015625,0.109375
105,5250,0.0859375,0.09375
106,5300,0.046875,0.0859375
107,5350,0.0390625,0.1484375
108,5400,0.1015625,0.0703125
109,5450,0.1484375,0.1484375
110,5500,0.0859375,0.1640625
111,5550,0.03125,0.1171875
112,5600,0.078125,0.1796875
113,5650,0.1640625,0.1171875
114,5700,0.1015625,0.1640625
115,5750,0.125,0.1015625
116,5800,0.0546875,0.1171875
117,5850,0.09375,0.109375
118,5900,0.1015625,0.1875
119,5950,0.078125,0.1171875
120,6000,0.1015625,0.1953125
121,6050,0.046875,0.1328125
122,6100,0.078125,0.0703125
123,6150,0.03125,0.125
124,6200,0.1171875,0.0859375
125,6250,0.0390625,0.1484375
126,6300,0.046875,0.1328125
127,6350,0.0703125,0.1484375
128,6400,0.0234375,0.1328125
129,6450,0.0703125,0.1171875
130,6500,0.0859375,0.15625
131,6550,0.0234375,0.1328125
132,6600,0.0703125,0.1171875
133,6650,0.0390625,0.125
134,6700,0.0859375,0.1015625
135,6750,0.0390625,0.125
136,6800,0.0703125,0.15625
137,6850,0.078125,0.171875
138,6900,0.0546875,0.125
139,6950,0.1015625,0.140625
140,7000,0.0546875,0.1015625
141,7050,0.0,0.1328125
142,7100,0.046875,0.140625
143,7150,0.0390625,0.1484375
144,7200,0.015625,0.1796875
145,7250,0.078125,0.1328125
146,7300,0.0390625,0.125
147,7350,0.0703125,0.09375
148,7400,0.03125,0.0703125
149,7450,0.0546875,0.1640625
150,7500,0.0625,0.125
151,7550,0.0390625,0.1328125
152,7600,0.1328125,0.1171875
153,7650,0.0234375,0.1171875
154,7700,0.0546875,0.125
155,7750,0.046875,0.1640625
156,7800,0.0546875,0.1484375
157,7850,0.0546875,0.0859375
158,7900,0.046875,0.1015625
159,7950,0.046875,0.1640625
160,8000,0.0703125,0.078125
161,8050,0.0546875,0.1484375
162,8100,0.0625,0.0859375
163,8150,0.0390625,0.109375
164,8200,0.046875,0.109375
165,8250,0.015625,0.109375
166,8300,0.0703125,0.140625
167,8350,0.0234375,0.15625
168,8400,0.0234375,0.109375
169,8450,0.0390625,0.1015625
170,8500,0.046875,0.140625
171,8550,0.0703125,0.125
172,8600,0.046875,0.1015625
173,8650,0.0625,0.109375
174,8700,0.0390625,0.0859375
175,8750,0.0546875,0.1484375
176,8800,0.0234375,0.1640625
177,8850,0.03125,0.1171875
178,8900,0.0546875,0.109375
179,8950,0.0390625,0.09375
180,9000,0.0234375,0.0625
181,9050,0.0234375,0.109375
182,9100,0.0234375,0.109375
183,9150,0.1015625,0.15625
184,9200,0.0390625,0.109375
185,9250,0.0390625,0.109375
186,9300,0.03125,0.1328125
187,9350,0.03125,0.109375
188,9400,0.03125,0.1484375
189,9450,0.03125,0.078125
190,9500,0.046875,0.1328125
191,9550,0.0703125,0.1484375
192,9600,0.03125,0.1171875
193,9650,0.0625,0.1640625
194,9700,0.03125,0.1484375
195,9750,0.03125,0.1171875
196,9800,0.0390625,0.125
197,9850,0.03125,0.1640625
198,9900,0.0078125,0.1171875
199,9950,0.0546875,0.0625
200,10000,0.015625,0.1796875
201,10050,0.0390625,0.15625
202,10100,0.046875,0.2109375
203,10150,0.0390625,0.125
204,10200,0.0234375,0.171875
205,10250,0.046875,0.1171875
206,10300,0.03125,0.140625
207,10350,0.03125,0.1171875
208,10400,0.0546875,0.09375
209,10450,0.046875,0.15625
210,10500,0.0234375,0.1171875
211,10550,0.0625,0.1015625
212,10600,0.0234375,0.1015625
213,10650,0.0234375,0.1171875
214,10700,0.03125,0.1328125
215,10750,0.03125,0.09375
216,10800,0.0234375,0.1328125
217,10850,0.0078125,0.109375
218,10900,0.046875,0.09375
219,10950,0.03125,0.1171875
220,11000,0.03125,0.125
221,11050,0.015625,0.1015625
222,11100,0.03125,0.0859375
223,11150,0.0390625,0.125
224,11200,0.0390625,0.0625
225,11250,0.0234375,0.0859375
226,11300,0.0234375,0.109375
227,11350,0.0390625,0.1015625
228,11400,0.03125,0.125
229,11450,0.046875,0.1640625
230,11500,0.0234375,0.109375
231,11550,0.0546875,0.1171875
232,11600,0.0546875,0.1640625
233,11650,0.03125,0.140625
234,11700,0.0078125,0.109375
235,11750,0.0546875,0.171875
236,11800,0.0234375,0.140625
237,11850,0.015625,0.125
238,11900,0.046875,0.1171875
239,11950,0.03125,0.1484375
240,12000,0.03125,0.1171875
241,12050,0.0234375,0.1328125
242,12100,0.015625,0.0859375
243,12150,0.0390625,0.109375
244,12200,0.0234375,0.125
245,12250,0.0234375,0.140625
246,12300,0.03125,0.140625
247,12350,0.0078125,0.078125
248,12400,0.015625,0.078125
249,12450,0.015625,0.125
250,12500,0.03125,0.125
251,12550,0.03125,0.0859375
252,12600,0.03125,0.0703125
253,12650,0.0546875,0.1171875
254,12700,0.0078125,0.15625
255,12750,0.0078125,0.1484375
256,12800,0.015625,0.1015625
257,12850,0.015625,0.1484375
258,12900,0.046875,0.109375
259,12950,0.03125,0.1171875
260,13000,0.078125,0.1171875
261,13050,0.0078125,0.109375
262,13100,0.03125,0.125
263,13150,0.0546875,0.1328125
264,13200,0.0234375,0.0859375
265,13250,0.0,0.109375
266,13300,0.0234375,0.1640625
267,13350,0.0234375,0.140625
268,13400,0.015625,0.0546875
269,13450,0.03125,0.109375
270,13500,0.0546875,0.1640625
271,13550,0.0390625,0.109375
272,13600,0.0078125,0.15625
273,13650,0.0390625,0.125
274,13700,0.03125,0.125
275,13750,0.0625,0.1015625
276,13800,0.0234375,0.109375
277,13850,0.015625,0.09375
278,13900,0.03125,0.09375
279,13950,0.0078125,0.15625
280,14000,0.0,0.1484375
281,14050,0.03125,0.09375
282,14100,0.0234375,0.1171875
283,14150,0.0078125,0.1640625
284,14200,0.0546875,0.09375
285,14250,0.0,0.15625
286,14300,0.0234375,0.1015625
287,14350,0.015625,0.1171875
288,14400,0.0078125,0.125
289,14450,0.0078125,0.09375
290,14500,0.0078125,0.1015625
291,14550,0.0234375,0.15625
292,14600,0.03125,0.0703125
293,14650,0.046875,0.1171875
294,14700,0.03125,0.1640625
295,14750,0.0390625,0.078125
296,14800,0.046875,0.1484375
297,14850,0.015625,0.125
298,14900,0.0078125,0.1015625
299,14950,0.0,0.0859375
300,15000,0.0390625,0.140625
301,15050,0.0078125,0.0625
302,15100,0.015625,0.15625
303,15150,0.015625,0.078125
304,15200,0.0,0.1015625
305,15250,0.0390625,0.1328125
306,15300,0.0078125,0.09375
307,15350,0.0546875,0.1875
308,15400,0.0078125,0.140625
309,15450,0.03125,0.140625
310,15500,0.015625,0.109375
311,15550,0.0390625,0.109375
312,15600,0.0234375,0.1328125
313,15650,0.0234375,0.125
314,15700,0.015625,0.140625
315,15750,0.03125,0.140625
316,15800,0.0078125,0.125
317,15850,0.03125,0.0390625
318,15900,0.015625,0.125
319,15950,0.0078125,0.1015625
320,16000,0.0234375,0.140625
321,16050,0.0078125,0.0859375
322,16100,0.0234375,0.109375
323,16150,0.03125,0.140625
324,16200,0.03125,0.109375
325,16250,0.015625,0.1484375
326,16300,0.0234375,0.0703125
327,16350,0.03125,0.1796875
328,16400,0.0078125,0.140625
329,16450,0.0,0.1171875
330,16500,0.03125,0.125
331,16550,0.0,0.109375
332,16600,0.0390625,0.1171875
333,16650,0.0390625,0.140625
334,16700,0.015625,0.1484375
335,16750,0.03125,0.109375
336,16800,0.015625,0.140625
337,16850,0.046875,0.09375
338,16900,0.0,0.1015625
339,16950,0.0234375,0.1328125
340,17000,0.0234375,0.125
341,17050,0.015625,0.109375
342,17100,0.015625,0.109375
343,17150,0.0234375,0.109375
344,17200,0.0390625,0.1328125
345,17250,0.03125,0.1171875
346,17300,0.0234375,0.078125
347,17350,0.0234375,0.1328125
348,17400,0.015625,0.078125
349,17450,0.015625,0.15625
350,17500,0.0078125,0.1171875
351,17550,0.015625,0.15625
352,17600,0.015625,0.1484375
353,17650,0.015625,0.1171875
354,17700,0.03125,0.078125
355,17750,0.0078125,0.125
356,17800,0.0078125,0.1171875
357,17850,0.0234375,0.1328125
358,17900,0.0234375,0.1484375
359,17950,0.03125,0.125
360,18000,0.0234375,0.140625
361,18050,0.0390625,0.125
362,18100,0.015625,0.0859375
363,18150,0.015625,0.1171875
364,18200,0.0078125,0.15625
365,18250,0.0234375,0.1796875
366,18300,0.015625,0.1484375
367,18350,0.015625,0.0703125
368,18400,0.0078125,0.125
369,18450,0.015625,0.171875
370,18500,0.0078125,0.09375
371,18550,0.0234375,0.125
372,18600,0.03125,0.1328125
373,18650,0.015625,0.1171875
374,18700,0.0078125,0.1328125
375,18750,0.0078125,0.109375
376,18800,0.015625,0.109375
377,18850,0.046875,0.09375
378,18900,0.0234375,0.1484375
379,18950,0.0234375,0.125
380,19000,0.03125,0.09375
381,19050,0.0,0.125
382,19100,0.015625,0.0703125
383,19150,0.0390625,0.140625
384,19200,0.0234375,0.125
385,19250,0.015625,0.125
386,19300,0.0078125,0.0859375
387,19350,0.0234375,0.1328125
388,19400,0.0546875,0.1640625
389,19450,0.0390625,0.0625
390,19500,0.0234375,0.0625
391,19550,0.015625,0.125
392,19600,0.0,0.09375
393,19650,0.015625,0.1484375
394,19700,0.0234375,0.140625
395,19750,0.03125,0.125
396,19800,0.0234375,0.1640625
397,19850,0.0078125,0.1171875
398,19900,0.015625,0.109375
399,19950,0.0234375,0.15625
400,20000,0.015625,0.1171875
401,20050,0.0234375,0.1328125
402,20100,0.03125,0.140625
403,20150,0.015625,0.125
404,20200,0.0234375,0.1171875
405,20250,0.0234375,0.1015625
406,20300,0.0234375,0.140625
407,20350,0.0,0.1171875
408,20400,0.0234375,0.1015625
409,20450,0.0,0.1484375
410,20500,0.0390625,0.1328125
411,20550,0.015625,0.109375
412,20600,0.0078125,0.125
413,20650,0.0390625,0.125
414,20700,0.0078125,0.15625
415,20750,0.0,0.125
416,20800,0.0078125,0.109375
417,20850,0.03125,0.1171875
418,20900,0.015625,0.1171875
419,20950,0.015625,0.140625
420,21000,0.0234375,0.125
421,21050,0.03125,0.109375
422,21100,0.015625,0.140625
423,21150,0.0,0.109375
424,21200,0.0078125,0.109375
425,21250,0.0078125,0.09375
426,21300,0.0390625,0.125
427,21350,0.03125,0.1640625
428,21400,0.0234375,0.1015625
429,21450,0.03125,0.0859375
430,21500,0.015625,0.1171875
431,21550,0.0078125,0.109375
432,21600,0.0078125,0.0859375
433,21650,0.015625,0.171875
434,21700,0.046875,0.078125
435,21750,0.0234375,0.140625
436,21800,0.015625,0.1015625
437,21850,0.03125,0.109375
438,21900,0.0234375,0.0703125
439,21950,0.046875,0.1015625
440,22000,0.0390625,0.1171875
441,22050,0.015625,0.078125
442,22100,0.015625,0.1484375
443,22150,0.0234375,0.171875
444,22200,0.015625,0.15625
445,22250,0.015625,0.1640625
446,22300,0.015625,0.140625
447,22350,0.015625,0.1328125
448,22400,0.0,0.1640625
449,22450,0.0078125,0.1328125
450,22500,0.015625,0.1328125
451,22550,0.0234375,0.1328125
452,22600,0.0234375,0.0859375
453,22650,0.0,0.203125
454,22700,0.0234375,0.15625
455,22750,0.0078125,0.1171875
456,22800,0.015625,0.1484375
457,22850,0.0078125,0.0859375
458,22900,0.0078125,0.109375
459,22950,0.0,0.1484375
460,23000,0.0390625,0.125
461,23050,0.015625,0.1171875
462,23100,0.0234375,0.1171875
463,23150,0.03125,0.1171875
464,23200,0.03125,0.125
465,23250,0.0234375,0.109375
466,23300,0.0,0.1171875
467,23350,0.0390625,0.15625
468,23400,0.015625,0.15625
469,23450,0.015625,0.109375
470,23500,0.0234375,0.140625
471,23550,0.03125,0.15625
472,23600,0.046875,0.1328125
473,23650,0.015625,0.140625
474,23700,0.0546875,0.109375
475,23750,0.0234375,0.125
476,23800,0.0234375,0.1328125
477,23850,0.0,0.1328125
478,23900,0.015625,0.0859375
479,23950,0.0234375,0.09375
480,24000,0.0078125,0.1171875
481,24050,0.0,0.1171875
482,24100,0.015625,0.1328125
483,24150,0.015625,0.140625
484,24200,0.015625,0.125
485,24250,0.0390625,0.0703125
486,24300,0.0078125,0.1640625
487,24350,0.0078125,0.125
488,24400,0.015625,0.125
489,24450,0.015625,0.109375
490,24500,0.0,0.109375
491,24550,0.0234375,0.1796875
492,24600,0.0234375,0.1171875
493,24650,0.0390625,0.1171875
494,24700,0.0,0.1328125
495,24750,0.0078125,0.1640625
496,24800,0.0078125,0.0703125
497,24850,0.015625,0.109375
498,24900,0.015625,0.1328125
499,24950,0.015625,0.1171875
500,25000,0.015625,0.1875
501,25050,0.015625,0.0703125
502,25100,0.0078125,0.109375
503,25150,0.0,0.0859375
504,25200,0.015625,0.1171875
505,25250,0.015625,0.1171875
506,25300,0.0078125,0.1484375
507,25350,0.0234375,0.140625
508,25400,0.0078125,0.1328125
509,25450,0.0078125,0.09375
510,25500,0.0,0.15625
511,25550,0.0234375,0.109375
512,25600,0.0,0.1484375
513,25650,0.0390625,0.078125
514,25700,0.03125,0.09375
515,25750,0.0234375,0.0859375
516,25800,0.0234375,0.15625
517,25850,0.0234375,0.109375
518,25900,0.0234375,0.1015625
519,25950,0.0078125,0.1953125
520,26000,0.015625,0.1015625
521,26050,0.0078125,0.09375
522,26100,0.015625,0.1015625
523,26150,0.0234375,0.1640625
524,26200,0.0234375,0.109375
525,26250,0.0078125,0.1171875
526,26300,0.015625,0.15625
527,26350,0.0234375,0.1328125
528,26400,0.03125,0.125
529,26450,0.015625,0.1171875
530,26500,0.0546875,0.171875
531,26550,0.0078125,0.109375
532,26600,0.0,0.1328125
533,26650,0.0234375,0.1171875
534,26700,0.0,0.1328125
535,26750,0.0078125,0.1171875
536,26800,0.03125,0.15625
537,26850,0.015625,0.1171875
538,26900,0.03125,0.1328125
539,26950,0.0234375,0.1640625
540,27000,0.0078125,0.125
541,27050,0.0078125,0.1875
542,27100,0.015625,0.1640625
543,27150,0.0078125,0.078125
544,27200,0.0234375,0.1796875
545,27250,0.015625,0.140625
546,27300,0.0078125,0.109375
547,27350,0.03125,0.109375
548,27400,0.03125,0.15625
549,27450,0.0078125,0.1015625
550,27500,0.015625,0.1328125
551,27550,0.0234375,0.171875
552,27600,0.03125,0.140625
553,27650,0.0078125,0.09375
554,27700,0.0078125,0.125
555,27750,0.0078125,0.0703125
556,27800,0.0,0.140625
557,27850,0.0234375,0.0859375
558,27900,0.0,0.1484375
559,27950,0.015625,0.09375
560,28000,0.0390625,0.1015625
561,28050,0.0546875,0.125
562,28100,0.03125,0.1015625
563,28150,0.0234375,0.1171875
564,28200,0.03125,0.078125
565,28250,0.03125,0.15625
566,28300,0.015625,0.1015625
567,28350,0.0078125,0.1171875
568,28400,0.03125,0.125
569,28450,0.0234375,0.09375
570,28500,0.015625,0.171875
571,28550,0.0078125,0.109375
572,28600,0.0234375,0.109375
573,28650,0.03125,0.125
574,28700,0.015625,0.078125
575,28750,0.0078125,0.1171875
576,28800,0.0625,0.1171875
577,28850,0.0078125,0.1171875
578,28900,0.015625,0.1796875
579,28950,0.0234375,0.125
580,29000,0.03125,0.09375
581,29050,0.015625,0.125
582,29100,0.0625,0.125
583,29150,0.0078125,0.1171875
584,29200,0.015625,0.1328125
585,29250,0.03125,0.109375
586,29300,0.0234375,0.09375
587,29350,0.0390625,0.09375
588,29400,0.0078125,0.1640625
589,29450,0.015625,0.140625
590,29500,0.0,0.078125
591,29550,0.0234375,0.109375
592,29600,0.0078125,0.09375
593,29650,0.03125,0.125
594,29700,0.015625,0.1171875
595,29750,0.015625,0.1328125
596,29800,0.0,0.171875
597,29850,0.0078125,0.1796875
598,29900,0.015625,0.1796875
599,29950,0.03125,0.0859375
